fpr,tpr,get_auc_value,thresholds
"[0.         0.         0.         0.         0.         0.00373134
 0.00373134 0.00746269 0.00746269 0.00746269 0.00746269 0.00746269
 0.00746269 0.00746269 0.00746269 0.00746269 0.00746269 0.00746269
 0.01119403 0.01119403 0.01119403 0.01119403 0.01492537 0.01492537
 0.01865672 0.01865672 0.02985075 0.02985075 0.03731343 0.03731343
 0.04477612 0.04477612 0.04850746 0.04850746 0.05223881 0.05223881
 0.05597015 0.05597015 0.06716418 0.06716418 0.07089552 0.07089552
 0.07089552 0.07462687 0.07462687 0.09328358 0.09328358 0.09328358
 0.09328358 0.09701493 0.09701493 0.10074627 0.10074627 0.10447761
 0.10447761 0.10447761 0.10447761 0.11567164 0.11567164 0.11940299
 0.12686567 0.12686567 0.14179104 0.14179104 0.15298507 0.15298507
 0.15671642 0.15671642 0.16044776 0.1641791  0.1641791  0.17164179
 0.17164179 0.18283582 0.18283582 0.18283582 0.18656716 0.18656716
 0.19029851 0.19029851 0.19402985 0.19402985 0.20895522 0.21641791
 0.22014925 0.22014925 0.24626866 0.24626866 0.2761194  0.2761194
 0.30223881 0.30223881 0.31343284 0.32089552 0.32462687 0.32462687
 0.33208955 0.36567164 0.36567164 0.38059701 0.3880597  0.44402985
 0.44402985 0.45522388 0.45522388 0.46641791 0.46641791 0.51492537
 0.52238806 0.52238806 0.54477612 0.54477612 0.55970149 0.57462687
 0.57462687 0.5858209  0.59328358 0.63059701 0.6380597  0.65671642
 0.6641791  0.67537313 0.68656716 0.69029851 0.69029851 0.7238806
 0.73134328 0.75746269 0.75746269 0.76865672 0.76865672 0.77985075
 0.77985075 0.79850746 0.79850746 0.80597015 0.80597015 0.85074627
 0.8619403  0.8619403  0.86940299 0.88059701 0.90298507 0.90298507
 0.92537313 0.93656716 0.94402985 0.94402985 0.95149254 0.95895522
 0.99253731 1.        ]","[0.         0.01459854 0.02189781 0.03649635 0.10218978 0.10218978
 0.13138686 0.13138686 0.13868613 0.16788321 0.17518248 0.18978102
 0.20437956 0.2189781  0.22627737 0.24817518 0.25547445 0.27737226
 0.27737226 0.29927007 0.33576642 0.3649635  0.3649635  0.37226277
 0.37226277 0.38686131 0.38686131 0.39416058 0.39416058 0.41605839
 0.41605839 0.44525547 0.44525547 0.45255474 0.45255474 0.47445255
 0.47445255 0.48175182 0.48175182 0.49635036 0.49635036 0.50364964
 0.51824818 0.51824818 0.52554745 0.52554745 0.55474453 0.56934307
 0.59124088 0.59124088 0.60583942 0.60583942 0.62043796 0.62043796
 0.62773723 0.64233577 0.65693431 0.65693431 0.67153285 0.67153285
 0.67153285 0.67883212 0.67883212 0.70072993 0.70072993 0.7080292
 0.7080292  0.71532847 0.71532847 0.72262774 0.72992701 0.72992701
 0.74452555 0.74452555 0.75912409 0.77372263 0.77372263 0.7810219
 0.7810219  0.78832117 0.78832117 0.81021898 0.81021898 0.81021898
 0.81021898 0.81751825 0.81751825 0.83211679 0.83211679 0.84671533
 0.84671533 0.8540146  0.8540146  0.8540146  0.8540146  0.86131387
 0.86131387 0.86131387 0.86861314 0.86861314 0.86861314 0.86861314
 0.87591241 0.87591241 0.89051095 0.89051095 0.89781022 0.89781022
 0.89781022 0.90510949 0.90510949 0.91240876 0.91240876 0.91240876
 0.91970803 0.91970803 0.91970803 0.91970803 0.91970803 0.91970803
 0.91970803 0.91970803 0.91970803 0.91970803 0.9270073  0.9270073
 0.9270073  0.9270073  0.94160584 0.94160584 0.94890511 0.94890511
 0.95620438 0.95620438 0.96350365 0.96350365 0.97080292 0.97080292
 0.97080292 0.97810219 0.97810219 0.97810219 0.97810219 0.98540146
 0.98540146 0.98540146 0.98540146 1.         1.         1.
 1.         1.        ]",0.8445500599193813,"[1.99050081e+00 9.90500808e-01 9.79834855e-01 9.77931917e-01
 9.57116663e-01 9.56155241e-01 9.40461278e-01 9.40192401e-01
 9.39426184e-01 9.38834250e-01 9.36056733e-01 9.35036719e-01
 9.32021141e-01 9.31272268e-01 9.30812836e-01 9.26537752e-01
 9.24809217e-01 9.23834145e-01 9.22158360e-01 9.18440223e-01
 9.15564299e-01 9.01410580e-01 9.00814295e-01 8.96554828e-01
 8.96056414e-01 8.84692073e-01 8.77506912e-01 8.71032715e-01
 8.70188534e-01 8.52905869e-01 8.43719959e-01 8.32558334e-01
 8.28930080e-01 8.28531265e-01 8.24993014e-01 8.20933759e-01
 8.20506394e-01 8.16004217e-01 8.06584537e-01 7.94925213e-01
 7.94694543e-01 7.84062982e-01 7.75358498e-01 7.74679542e-01
 7.70966351e-01 7.49779403e-01 7.40114689e-01 7.32538521e-01
 7.09866226e-01 7.03652501e-01 7.03409851e-01 7.00747311e-01
 6.77422702e-01 6.75125420e-01 6.74312413e-01 6.71058714e-01
 6.67508006e-01 6.53341174e-01 6.44501090e-01 6.34143829e-01
 6.17901862e-01 6.15309477e-01 6.01880372e-01 5.72237790e-01
 5.60317099e-01 5.47735155e-01 5.44465005e-01 5.40161192e-01
 5.35598814e-01 5.31634390e-01 5.30389249e-01 4.93135273e-01
 4.83831346e-01 4.61971194e-01 4.44777668e-01 4.42571491e-01
 4.20899689e-01 4.20498818e-01 4.17295903e-01 4.13724631e-01
 4.12768513e-01 3.80172461e-01 3.60699266e-01 3.58713895e-01
 3.58504266e-01 3.57761234e-01 3.27781767e-01 3.17153841e-01
 2.77962655e-01 2.73896813e-01 2.38276064e-01 2.37580597e-01
 2.21628234e-01 2.20093921e-01 2.17476502e-01 2.16498315e-01
 2.13665366e-01 1.84916437e-01 1.84336245e-01 1.64635614e-01
 1.63491562e-01 1.22417323e-01 1.20693170e-01 1.10241883e-01
 1.06919512e-01 1.00306340e-01 9.95537713e-02 7.53471479e-02
 7.49578923e-02 7.33762756e-02 6.42019510e-02 6.27210736e-02
 5.84963597e-02 5.79932965e-02 5.79724833e-02 5.50813228e-02
 5.43928966e-02 4.42442782e-02 4.13098149e-02 3.96340266e-02
 3.75548340e-02 3.53590138e-02 3.48100066e-02 3.43559682e-02
 3.43405493e-02 2.87559740e-02 2.85422113e-02 2.57721748e-02
 2.53318995e-02 2.43311357e-02 2.35705879e-02 2.28017326e-02
 2.27303468e-02 2.10149102e-02 2.06755903e-02 2.06496920e-02
 2.04100162e-02 1.38889775e-02 1.33855734e-02 1.30709950e-02
 1.23434123e-02 1.19961221e-02 1.10345064e-02 1.09981252e-02
 8.83783493e-03 8.67591985e-03 5.48187084e-03 5.05585363e-03
 4.57524508e-03 4.56668204e-03 1.72702875e-03 1.56650250e-03]"
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00373134 0.00373134
 0.00373134 0.00373134 0.00373134 0.00373134 0.00373134 0.00373134
 0.00746269 0.00746269 0.00746269 0.00746269 0.00746269 0.00746269
 0.01119403 0.01119403 0.01492537 0.01492537 0.01865672 0.01865672
 0.0261194  0.0261194  0.02985075 0.02985075 0.03358209 0.03358209
 0.03731343 0.03731343 0.04104478 0.04104478 0.04477612 0.04477612
 0.05223881 0.05223881 0.06343284 0.06343284 0.06343284 0.06343284
 0.07089552 0.07089552 0.09328358 0.09328358 0.10447761 0.10447761
 0.11567164 0.11567164 0.11940299 0.12686567 0.13432836 0.13432836
 0.1380597  0.1380597  0.14179104 0.14179104 0.15671642 0.15671642
 0.17164179 0.17537313 0.18283582 0.18283582 0.19402985 0.19402985
 0.19776119 0.19776119 0.21268657 0.21268657 0.23507463 0.24253731
 0.24626866 0.24626866 0.25       0.25       0.25373134 0.25373134
 0.26119403 0.26119403 0.28731343 0.28731343 0.29850746 0.29850746
 0.31343284 0.31343284 0.32835821 0.32835821 0.37313433 0.37313433
 0.39179104 0.39925373 0.42537313 0.42537313 0.42910448 0.42910448
 0.43656716 0.46641791 0.46641791 0.50746269 0.50746269 0.5261194
 0.5261194  0.52985075 0.52985075 0.54104478 0.54104478 0.57835821
 0.57835821 0.58208955 0.58955224 0.59701493 0.60447761 0.6119403
 0.62313433 0.64552239 0.65298507 0.65671642 0.6641791  0.6641791
 0.67164179 0.67910448 0.7238806  0.7238806  0.76492537 0.77985075
 0.77985075 0.79850746 0.79850746 0.80597015 0.85447761 0.85447761
 0.86940299 0.86940299 0.89179104 0.90298507 0.94776119 0.95895522
 0.96641791 0.97761194 0.98134328 0.98880597 0.99253731 1.        ]","[0.         0.01459854 0.02919708 0.08029197 0.11678832 0.13138686
 0.16058394 0.16788321 0.18978102 0.21167883 0.21167883 0.24087591
 0.25547445 0.27737226 0.2919708  0.30656934 0.32116788 0.34306569
 0.34306569 0.38686131 0.40145985 0.42335766 0.4379562  0.45255474
 0.45255474 0.45985401 0.45985401 0.52554745 0.52554745 0.53284672
 0.53284672 0.56934307 0.56934307 0.57664234 0.57664234 0.58394161
 0.58394161 0.59124088 0.59124088 0.59854015 0.59854015 0.60583942
 0.60583942 0.62773723 0.62773723 0.64963504 0.66423358 0.67153285
 0.67153285 0.67883212 0.67883212 0.68613139 0.68613139 0.69343066
 0.69343066 0.70072993 0.70072993 0.70072993 0.70072993 0.7080292
 0.7080292  0.71532847 0.71532847 0.72262774 0.72262774 0.74452555
 0.74452555 0.75182482 0.75182482 0.77372263 0.77372263 0.7810219
 0.7810219  0.78832117 0.78832117 0.79562044 0.79562044 0.79562044
 0.79562044 0.81021898 0.81021898 0.81751825 0.81751825 0.83211679
 0.83211679 0.83941606 0.83941606 0.84671533 0.84671533 0.8540146
 0.8540146  0.86131387 0.86131387 0.86861314 0.86861314 0.87591241
 0.87591241 0.87591241 0.87591241 0.88321168 0.88321168 0.89051095
 0.89051095 0.89051095 0.89781022 0.89781022 0.90510949 0.90510949
 0.91240876 0.91240876 0.91970803 0.91970803 0.9270073  0.9270073
 0.93430657 0.93430657 0.93430657 0.93430657 0.93430657 0.93430657
 0.93430657 0.93430657 0.93430657 0.93430657 0.93430657 0.94890511
 0.94890511 0.94890511 0.94890511 0.95620438 0.95620438 0.95620438
 0.96350365 0.96350365 0.97810219 0.97810219 0.97810219 0.99270073
 0.99270073 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.        ]",0.8692259505392745,"[1.98440021 0.98440021 0.97806007 0.96109378 0.95927298 0.95524359
 0.95367086 0.95048016 0.94924027 0.94603729 0.9450742  0.940018
 0.93978447 0.93948638 0.93910617 0.93763304 0.93733782 0.93041164
 0.92971331 0.91327918 0.91191626 0.90491712 0.90266478 0.89234757
 0.89162236 0.89138019 0.88865298 0.86386901 0.86323208 0.85779053
 0.85042995 0.81789619 0.81654829 0.8147853  0.81077141 0.81008869
 0.8088814  0.80803382 0.79455948 0.78360456 0.77491921 0.76837766
 0.756383   0.73270965 0.68941104 0.67386723 0.67221117 0.66997927
 0.64882332 0.61912203 0.57160324 0.56904656 0.54937518 0.54707932
 0.53116107 0.52264231 0.51902932 0.51320988 0.50601453 0.50540578
 0.50398302 0.49716061 0.49516267 0.49138597 0.47055292 0.42553237
 0.41213173 0.40894747 0.39397916 0.37220424 0.35053155 0.34984592
 0.34607464 0.34340116 0.31405267 0.31289297 0.26502016 0.24261406
 0.24016379 0.2340408  0.22732735 0.22587268 0.22315258 0.21811998
 0.204926   0.20368405 0.18896046 0.1884791  0.17724445 0.17440097
 0.16786195 0.16573846 0.14733349 0.14689139 0.12344275 0.1172241
 0.10973457 0.10603797 0.09591459 0.09570303 0.09204446 0.0917853
 0.08917682 0.07869298 0.076484   0.06312342 0.06301111 0.06108974
 0.05932567 0.05782758 0.0577163  0.05465165 0.05368013 0.04746527
 0.04601515 0.0452315  0.04420122 0.04339333 0.04242869 0.04156865
 0.03888039 0.03440829 0.03414176 0.03371052 0.03367587 0.03341068
 0.03259172 0.03243034 0.02640131 0.02585771 0.02338428 0.02329507
 0.02210872 0.02021405 0.01983616 0.01920969 0.01648716 0.01579093
 0.01484027 0.01441858 0.01229221 0.01201359 0.00758591 0.00742645
 0.00709317 0.0070696  0.00666557 0.00640736 0.00561058 0.00518043]"
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.00373134 0.00373134 0.00373134 0.00373134
 0.00373134 0.00373134 0.00373134 0.00373134 0.00746269 0.00746269
 0.01865672 0.01865672 0.0261194  0.0261194  0.0261194  0.02985075
 0.02985075 0.03358209 0.03358209 0.03731343 0.03731343 0.04104478
 0.04104478 0.04104478 0.04104478 0.04477612 0.04477612 0.04850746
 0.04850746 0.05223881 0.05223881 0.05223881 0.05597015 0.05597015
 0.06343284 0.06343284 0.06343284 0.06343284 0.07089552 0.07089552
 0.07462687 0.07462687 0.08208955 0.08208955 0.0858209  0.0858209
 0.08955224 0.08955224 0.09701493 0.09701493 0.10820896 0.10820896
 0.11567164 0.12313433 0.12686567 0.13059701 0.14552239 0.14552239
 0.15671642 0.15671642 0.16791045 0.16791045 0.17537313 0.17537313
 0.17910448 0.17910448 0.18283582 0.18283582 0.24253731 0.24253731
 0.25746269 0.25746269 0.27238806 0.27238806 0.2761194  0.2761194
 0.27985075 0.27985075 0.28358209 0.29104478 0.30597015 0.31343284
 0.32835821 0.32835821 0.34701493 0.34701493 0.35447761 0.35447761
 0.3619403  0.3619403  0.37313433 0.37313433 0.3880597  0.3880597
 0.39552239 0.40298507 0.41791045 0.41791045 0.42910448 0.42910448
 0.44776119 0.45522388 0.49253731 0.5        0.50373134 0.50373134
 0.51119403 0.56716418 0.57462687 0.58208955 0.58955224 0.58955224
 0.60820896 0.62313433 0.62313433 0.62686567 0.62686567 0.65671642
 0.65671642 0.67537313 0.67537313 0.69402985 0.69402985 0.73134328
 0.73880597 0.75       0.75373134 0.75373134 0.7761194  0.7761194
 0.79850746 0.79850746 0.81343284 0.81343284 0.85447761 0.86567164
 0.89552239 0.90671642 0.91044776 0.92164179 0.93656716 0.93656716
 0.95149254 0.95149254 0.96268657 0.97014925 0.98880597 0.98880597
 0.99626866 1.        ]","[0.         0.01459854 0.02919708 0.06569343 0.09489051 0.12408759
 0.13868613 0.17518248 0.17518248 0.20437956 0.22627737 0.25547445
 0.27007299 0.27737226 0.31386861 0.32846715 0.32846715 0.35036496
 0.35036496 0.37226277 0.37226277 0.39416058 0.42335766 0.42335766
 0.43065693 0.43065693 0.44525547 0.44525547 0.45255474 0.45255474
 0.46715328 0.48175182 0.48905109 0.48905109 0.49635036 0.49635036
 0.51094891 0.51094891 0.52554745 0.54014599 0.54014599 0.54744526
 0.54744526 0.5620438  0.57664234 0.58394161 0.58394161 0.59854015
 0.59854015 0.61313869 0.61313869 0.62043796 0.62043796 0.64233577
 0.64233577 0.66423358 0.66423358 0.68613139 0.68613139 0.70072993
 0.70072993 0.70072993 0.70072993 0.7080292  0.7080292  0.71532847
 0.71532847 0.72262774 0.72262774 0.73722628 0.73722628 0.74452555
 0.74452555 0.75182482 0.75182482 0.75912409 0.75912409 0.7810219
 0.7810219  0.78832117 0.78832117 0.79562044 0.79562044 0.80291971
 0.80291971 0.81021898 0.81021898 0.81021898 0.81021898 0.81021898
 0.81021898 0.81751825 0.81751825 0.82481752 0.82481752 0.83211679
 0.83211679 0.84671533 0.84671533 0.8540146  0.8540146  0.86131387
 0.86131387 0.86131387 0.86131387 0.87591241 0.87591241 0.88321168
 0.88321168 0.88321168 0.88321168 0.88321168 0.88321168 0.89051095
 0.89051095 0.89051095 0.89051095 0.89051095 0.89051095 0.89781022
 0.89781022 0.89781022 0.90510949 0.90510949 0.91970803 0.91970803
 0.9270073  0.9270073  0.93430657 0.93430657 0.94160584 0.94160584
 0.94160584 0.94160584 0.94160584 0.94890511 0.94890511 0.95620438
 0.95620438 0.96350365 0.96350365 0.97080292 0.97080292 0.97080292
 0.97080292 0.97080292 0.97080292 0.97080292 0.97080292 0.97810219
 0.97810219 0.98540146 0.98540146 0.98540146 0.98540146 1.
 1.         1.        ]",0.8415268547772089,"[1.99287438 0.99287438 0.98406583 0.96390676 0.96360725 0.94817454
 0.94773346 0.93471318 0.93365395 0.92195654 0.92032421 0.90107507
 0.89736676 0.89178729 0.89132214 0.88942033 0.88887739 0.87679207
 0.87099439 0.86165309 0.8608706  0.8600896  0.85558528 0.85098028
 0.85082906 0.84962708 0.84775186 0.8422308  0.83114743 0.82355261
 0.81490511 0.81201929 0.806624   0.8019976  0.79606164 0.79583329
 0.79448849 0.78614753 0.78511482 0.76736039 0.76598608 0.75253224
 0.74503577 0.73348844 0.73309922 0.72285485 0.70618397 0.69519836
 0.69198841 0.68600941 0.67538232 0.67117327 0.66639185 0.65485996
 0.65251034 0.64382863 0.63918197 0.61988205 0.60421133 0.58769935
 0.58640671 0.58499324 0.56889218 0.56539571 0.52103049 0.51959699
 0.48773971 0.48402151 0.46345794 0.45421866 0.43788168 0.42596415
 0.41704038 0.41442162 0.40862775 0.40781081 0.34778228 0.3368395
 0.33475071 0.33423311 0.32645899 0.31565028 0.31375962 0.31275913
 0.29453388 0.29144791 0.28888357 0.28748128 0.2798349  0.277805
 0.26134816 0.25702539 0.23034139 0.2287001  0.22816633 0.22785303
 0.22169413 0.2188489  0.20847572 0.20569977 0.19372724 0.18727776
 0.18148229 0.17555943 0.17064643 0.16515341 0.16014114 0.15613626
 0.14827894 0.14632361 0.12433726 0.12419987 0.12414171 0.12358955
 0.12323613 0.10505866 0.10062367 0.09971751 0.09888923 0.09817557
 0.09488658 0.09474236 0.09232783 0.09101143 0.0882578  0.08221972
 0.08149436 0.07765023 0.07661892 0.07202727 0.07194039 0.06592279
 0.06561869 0.06556479 0.06537426 0.06454748 0.05658052 0.05556018
 0.04626859 0.04454894 0.04254493 0.04123864 0.03497183 0.03442456
 0.03017647 0.02872904 0.02861431 0.02776661 0.0261637  0.02491832
 0.02281177 0.02271396 0.01607509 0.01573738 0.01315062 0.01069048
 0.00569991 0.00561235]"
"[0.         0.         0.         0.         0.00373134 0.00373134
 0.00373134 0.00373134 0.00373134 0.00373134 0.00373134 0.00373134
 0.00373134 0.00373134 0.00373134 0.00373134 0.00373134 0.00373134
 0.00746269 0.00746269 0.01119403 0.01119403 0.01492537 0.01492537
 0.01492537 0.01492537 0.01865672 0.01865672 0.02238806 0.02238806
 0.0261194  0.0261194  0.03358209 0.03358209 0.03731343 0.03731343
 0.04104478 0.04104478 0.04477612 0.04477612 0.04477612 0.04477612
 0.05970149 0.05970149 0.07089552 0.07089552 0.07462687 0.07462687
 0.08208955 0.09701493 0.09701493 0.1119403  0.1119403  0.11567164
 0.11567164 0.13059701 0.13059701 0.14552239 0.15298507 0.16044776
 0.16044776 0.1641791  0.1641791  0.18283582 0.18283582 0.23880597
 0.23880597 0.24253731 0.24253731 0.24253731 0.24626866 0.24626866
 0.25       0.25       0.25746269 0.29850746 0.29850746 0.32089552
 0.32089552 0.34328358 0.34328358 0.3619403  0.3619403  0.37686567
 0.37686567 0.38059701 0.38059701 0.38432836 0.38432836 0.41044776
 0.41044776 0.4141791  0.4141791  0.41791045 0.41791045 0.44776119
 0.44776119 0.46268657 0.46268657 0.47014925 0.48134328 0.48880597
 0.50746269 0.50746269 0.52238806 0.52238806 0.55223881 0.56716418
 0.56716418 0.60820896 0.61567164 0.66044776 0.66044776 0.67537313
 0.68283582 0.75746269 0.76865672 0.7761194  0.78731343 0.82835821
 0.82835821 0.82835821 0.84328358 0.85820896 0.87686567 0.88432836
 0.89552239 0.90298507 0.90298507 0.94029851 0.94776119 0.97014925
 0.98134328 0.99253731 1.        ]","[0.         0.01459854 0.02919708 0.09489051 0.09489051 0.11678832
 0.15328467 0.16788321 0.18248175 0.21167883 0.24087591 0.26277372
 0.28467153 0.29927007 0.32116788 0.32846715 0.34306569 0.37956204
 0.37956204 0.38686131 0.38686131 0.42335766 0.42335766 0.43065693
 0.44525547 0.45985401 0.45985401 0.49635036 0.49635036 0.51094891
 0.51094891 0.53284672 0.53284672 0.54014599 0.54014599 0.56934307
 0.57664234 0.59854015 0.59854015 0.61313869 0.62773723 0.65693431
 0.65693431 0.66423358 0.66423358 0.70072993 0.70072993 0.7080292
 0.7080292  0.7080292  0.71532847 0.71532847 0.72992701 0.72992701
 0.73722628 0.73722628 0.74452555 0.74452555 0.74452555 0.74452555
 0.75182482 0.75182482 0.75912409 0.75912409 0.76642336 0.76642336
 0.7810219  0.7810219  0.79562044 0.81021898 0.81021898 0.82481752
 0.82481752 0.83211679 0.83211679 0.83211679 0.83941606 0.83941606
 0.8540146  0.8540146  0.86131387 0.86131387 0.87591241 0.87591241
 0.88321168 0.88321168 0.89051095 0.89051095 0.89781022 0.89781022
 0.90510949 0.90510949 0.91240876 0.91240876 0.91970803 0.91970803
 0.9270073  0.9270073  0.93430657 0.93430657 0.93430657 0.93430657
 0.93430657 0.94160584 0.94160584 0.94890511 0.94890511 0.94890511
 0.96350365 0.96350365 0.96350365 0.96350365 0.97080292 0.97080292
 0.97080292 0.97080292 0.97080292 0.97080292 0.97080292 0.97080292
 0.98540146 0.99270073 0.99270073 0.99270073 0.99270073 0.99270073
 0.99270073 0.99270073 1.         1.         1.         1.
 1.         1.         1.        ]",0.8797663144133347,"[1.98589456 0.98589456 0.98315227 0.96300757 0.95976883 0.95744908
 0.9572376  0.95408636 0.9540627  0.9509871  0.94798112 0.94622475
 0.94396871 0.94173533 0.93829554 0.92833072 0.92432338 0.90885311
 0.90607196 0.90594172 0.90133762 0.88690555 0.88305795 0.88073534
 0.85622275 0.84816909 0.83925813 0.81031555 0.80724686 0.79070204
 0.78848946 0.78170913 0.77129161 0.75974321 0.75404912 0.74428016
 0.74407077 0.72610915 0.71247721 0.70303881 0.7022199  0.68729317
 0.6701715  0.6698854  0.66130084 0.63282454 0.61236203 0.61032683
 0.60050631 0.55857176 0.54491693 0.52758276 0.48354214 0.48288763
 0.46330106 0.43967718 0.42405707 0.39640281 0.39626515 0.37941432
 0.37915888 0.37301105 0.36815619 0.35233206 0.34862313 0.29063755
 0.28243312 0.27852783 0.27257869 0.26082811 0.25637007 0.25309953
 0.24714394 0.24297847 0.23902404 0.19236335 0.1874755  0.17314391
 0.16845432 0.15855588 0.15811248 0.15147476 0.14673564 0.13249689
 0.13163289 0.13072942 0.129614   0.12869757 0.12616442 0.10900804
 0.10728421 0.10628846 0.10628591 0.10562494 0.1031646  0.09215187
 0.0912952  0.08500314 0.08418961 0.08261098 0.07898383 0.07873015
 0.07287849 0.07023018 0.06648979 0.06568491 0.06030015 0.05910783
 0.05853583 0.05138123 0.05121766 0.04209239 0.04177633 0.03901723
 0.03850406 0.03045931 0.03037317 0.03025874 0.02965565 0.02468807
 0.02233472 0.02229596 0.02177835 0.02120904 0.01987475 0.01891039
 0.01889802 0.01879782 0.01875225 0.01357025 0.0121202  0.01021626
 0.00866799 0.00728078 0.00553123]"
