Accuracy,Experiment,F1_score,Precision,Recall
0.752,data2_symbolic0.2,0.8137339055793992,0.7429467084639498,0.8994307400379506
0.7611428571428571,data2_symbolic0.4,0.8209083119108826,0.7484375,0.9089184060721063
0.7737142857142857,data2_symbolic0.6,0.8310580204778157,0.7550387596899225,0.9240986717267552
0.7942857142857143,data2_symbolic0.8,0.8456260720411665,0.7715179968701096,0.9354838709677419
