Accuracy,Experiment,F1_score,Precision,Recall
0.6183885318833415,senticnet,0.7159676232523915,0.6915422885572139,0.7421815408085431
0.7093425605536332,ntusd,0.7823834196891193,0.7598849748382459,0.8062547673531655
0.5664854176964904,sentiwordnet,0.6090057958091841,0.7328326180257511,0.520976353928299
0.6955017301038062,stocktwitlexi,0.8059231253938248,0.6865271068169619,0.9755911517925248
0.5061789421651013,afinn,0.5042183622828784,0.7215909090909091,0.38749046529366893
0.5155709342560554,vader,0.5351043643263758,0.7076537013801757,0.4302059496567506
0.4750370736529906,sentidd,0.36024096385542165,0.8567335243553008,0.22807017543859648
0.6688086999505685,senticnet_ntusd_soft,0.7639182522903454,0.7098886705959397,0.8268497330282227
0.6233316856154226,senticnet_sentiwordnet_soft,0.7247109826589595,0.6884008236101579,0.7650648360030511
0.6559565002471577,senticnet_stocktwitlexi_soft,0.7637474541751529,0.6880733944954128,0.8581235697940504
0.6193771626297578,senticnet_afinn_soft,0.7191830780452224,0.6890286512928022,0.7520976353928299
0.6356895699456253,senticnet_vader_soft,0.7281445960900036,0.705,0.7528604118993135
0.6366782006920415,senticnet_sentidd_soft,0.7187141216991965,0.7211981566820277,0.7162471395881007
0.7310924369747899,ntusd_sentiwordnet_soft,0.7977695167286246,0.7781000725163162,0.8184591914569032
0.7370242214532872,ntusd_stocktwitlexi_soft,0.8200270635994586,0.7367781155015197,0.9244851258581236
0.7271379139891251,ntusd_afinn_soft,0.7979502196193264,0.7670654468684025,0.8314263920671243
0.7187345526445873,ntusd_vader_soft,0.789648798521257,0.7661406025824964,0.8146453089244852
0.6935244686109738,ntusd_sentidd_soft,0.7557131599684791,0.7815810920945395,0.7315026697177727
0.6955017301038062,sentiwordnet_stocktwitlexi_soft,0.7946666666666666,0.7057430432208407,0.9092295957284515
0.5966386554621849,sentiwordnet_afinn_soft,0.6562763268744735,0.7328316086547507,0.5942028985507246
0.606030647553139,sentiwordnet_vader_soft,0.6742950551695954,0.7262323943661971,0.6292906178489702
0.5961443400889768,sentiwordnet_sentidd_soft,0.6344519015659955,0.7673160173160173,0.5408085430968727
0.6979733069698467,stocktwitlexi_afinn_soft,0.8068289598482452,0.6889848812095032,0.973302822273074
0.708353929807217,stocktwitlexi_vader_soft,0.7961299239806495,0.7277321541377132,0.8787185354691075
0.7113198220464656,stocktwitlexi_sentidd_soft,0.7940761636107193,0.7383606557377049,0.858886346300534
0.5224913494809689,afinn_vader_soft,0.5511152416356878,0.7051129607609988,0.45232646834477497
0.5501730103806228,afinn_sentidd_soft,0.5560975609756097,0.7713125845737483,0.43478260869565216
0.5462184873949579,vader_sentidd_soft,0.5677966101694916,0.7416974169741697,0.459954233409611
0.6722689075630253,senticnet_ntusd_sentiwordnet_soft,0.7663024321466337,0.7123197903014417,0.8291380625476735
0.6623826000988631,senticnet_ntusd_sentiwordnet_hard,0.7407969639468691,0.7371601208459214,0.7444698703279939
0.6861097380128522,senticnet_ntusd_stocktwitlexi_soft,0.7829059829059829,0.7094175960346965,0.8733790999237223
0.7088482451804251,senticnet_ntusd_stocktwitlexi_hard,0.8039933444259568,0.7131050767414404,0.9214340198321892
0.6702916460701928,senticnet_ntusd_afinn_soft,0.7652235128475889,0.7104575163398693,0.8291380625476735
0.6539792387543253,senticnet_ntusd_afinn_hard,0.7235387045813586,0.7502047502047502,0.6987032799389779
0.6697973306969847,senticnet_ntusd_vader_soft,0.7609162491052256,0.7167902899527984,0.8108314263920672
0.657439446366782,senticnet_ntusd_vader_hard,0.7298245614035087,0.7464114832535885,0.7139588100686499
0.6777063766683143,senticnet_ntusd_sentidd_soft,0.759409594095941,0.7355253752680486,0.7848970251716247
0.6520019772614928,senticnet_ntusd_sentidd_hard,0.7078838174273859,0.7761601455868972,0.6506483600305111
0.6613939693524469,senticnet_sentiwordnet_stocktwitlexi_soft,0.765008576329331,0.6951371571072319,0.8504958047292144
0.6529906080079091,senticnet_sentiwordnet_stocktwitlexi_hard,0.7526427061310783,0.6994106090373281,0.8146453089244852
0.6223430548690064,senticnet_sentiwordnet_afinn_soft,0.7267525035765379,0.6841750841750842,0.7749809305873379
0.5798319327731093,senticnet_sentiwordnet_afinn_hard,0.630755864465682,0.7325933400605449,0.5537757437070938
0.648047454275828,senticnet_sentiwordnet_vader_soft,0.739766081871345,0.7101754385964912,0.7719298245614035
0.5852694018783984,senticnet_sentiwordnet_vader_hard,0.6434339141521462,0.7264875239923224,0.5774218154080855
0.6376668314384577,senticnet_sentiwordnet_sentidd_soft,0.7251593550806149,0.7131268436578171,0.7376048817696415
0.5852694018783984,senticnet_sentiwordnet_sentidd_hard,0.6113941639647985,0.7783018867924528,0.5034324942791762
0.6628769154720712,senticnet_stocktwitlexi_afinn_soft,0.7680272108843537,0.6930632289748312,0.8611746758199847
0.6431043005437469,senticnet_stocktwitlexi_afinn_hard,0.7370721048798252,0.705226480836237,0.7719298245614035
0.6707859614434009,senticnet_stocktwitlexi_vader_soft,0.7668067226890756,0.7087378640776699,0.8352402745995423
0.6431043005437469,senticnet_stocktwitlexi_vader_hard,0.7395382395382395,0.7015742642026009,0.7818459191456903
0.6678200692041523,senticnet_stocktwitlexi_sentidd_soft,0.7598284488920658,0.714862138533961,0.8108314263920672
0.6534849233811172,senticnet_stocktwitlexi_sentidd_hard,0.7398886827458255,0.7203757225433526,0.7604881769641495
